episode,timestep,reward
3370,618000,872.85
3380,620000,563.14
3391,622000,443.9636
3403,624000,804.5917
3414,626000,782.1091
3425,628000,909.0818
3435,630000,495.01
3447,632000,463.9333
3457,634000,724.29
3469,636000,819.6
3479,638000,389.39
3489,640000,758.32
3500,642000,776.2818
3512,644000,615.6167
3523,646000,425.4818
3534,648000,718.3091
3546,650000,285.3833
3556,652000,800.57
3569,654000,341.0769
3580,656000,1002.4818
3592,658000,1119.7667
3604,660000,379.4167
3616,662000,658.0917
3627,664000,759.8636
3638,666000,790.9091
3649,668000,651.2182
3660,670000,646.2909
3670,672000,364.03
3683,674000,687.6462
3693,676000,741.75
3704,678000,761.1818
3714,680000,925.9
3725,682000,649.0364
3735,684000,1241.95
3745,686000,784.88
3755,688000,1323.54
3767,690000,806.2167
3778,692000,637.2182
3787,694000,714.7778
3799,696000,523.3167
3810,698000,872.3273
3820,700000,913.23
3830,702000,637.84
3841,704000,299.6455
3852,706000,658.5364
3864,708000,703.025
3875,710000,906.3818
3885,712000,792.33
3896,714000,1039.8
3907,716000,765.2182
3917,718000,434.64
3928,720000,895.9273
3939,722000,639.2545
3950,724000,825.2273
3961,726000,698.8727
3973,728000,375.35
3984,730000,781.7818
3996,732000,432.2333
4008,734000,665.0667
4018,736000,666.41
4028,738000,733.8
4039,740000,686.6636
4051,742000,470.2
4062,744000,991.5818
4074,746000,577.8583
4084,748000,741.37
4095,750000,618.2182
4105,752000,903.84
4116,754000,682.6
4128,756000,664.7417
4139,758000,423.2091
4150,760000,594.9909
4162,762000,691.6167
4174,764000,710.125
4184,766000,669.55
4195,768000,747.8091
4206,770000,551.4273
4217,772000,684.6364
4227,774000,600.53
4237,776000,838.15
4248,778000,832.6
4259,780000,957.4182
4270,782000,656.2455
4281,784000,541.8182
4292,786000,337.2727
4302,788000,485.64
4313,790000,815.1818
4322,792000,627.7
4334,794000,735.7917
4345,796000,892.9455
4357,798000,681.8
4369,800000,904.15
4380,802000,1153.8545
4390,804000,406.61
4402,806000,582.6917
4412,808000,455.39
4424,810000,734.775
4434,812000,1014.28
4445,814000,757.9545
4456,816000,427.0727
4465,818000,620.4556
4476,820000,497.1455
4487,822000,609.6455
4497,824000,969.9
4508,826000,925.1545
4519,828000,731.2545
4530,830000,735.4
4541,832000,374.8545
4552,834000,518.8455
4563,836000,652.0
4574,838000,969.7455
4585,840000,561.0545
4597,842000,450.1917
4606,844000,291.4222
4618,846000,905.5417
4629,848000,498.9091
4639,850000,364.45
4649,852000,407.03
4660,854000,753.8091
4671,856000,653.3545
4682,858000,668.4182
4693,860000,776.1091
4704,862000,800.3
4715,864000,732.4
4727,866000,456.4833
4738,868000,556.5273
4748,870000,605.58
4759,872000,644.5727
4770,874000,934.9636
4780,876000,767.12
4791,878000,581.9909
4802,880000,578.2
4813,882000,443.3273
4824,884000,840.0273
4834,886000,536.3
4846,888000,704.125
4857,890000,659.3182
4868,892000,325.8545
4880,894000,722.6667
4891,896000,947.2273
4902,898000,693.9636
4912,900000,475.8
4923,902000,706.0
4934,904000,588.0455
4945,906000,411.9
4953,908000,1171.075
4963,910000,625.4
4973,912000,988.9
4985,914000,872.825
4995,916000,637.72
5005,918000,895.84
5017,920000,645.8167
5029,922000,818.6333
5040,924000,622.9455
